Time,Operator,Flight #,Route,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Date_parsed,Modele,Version,Ville,Pays,Aboard_filled,Fatalities_filled
,Indian Airlines,814,Kathmandu - New Delhi,VT-EDW,036,189.0,1.0,0.0,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",1999-12-24,airbus,a300b2-101,amritsar,afghanistan,189.0,1.0
20:15,Cubana de Aviacion,310,Havana - Valencia,CU-T1285,4520424914068,22.0,22.0,0.0,"While on approach, after circling for 40 minutes and 5 miles from Valencia Airport,  the aircraft crashed into the Tocuyito mountain range and exploded in flames. The airport at Valencia was being used as operations at Simon Bolivar International Airport, Caracas had been disrupted by flooding in the region.",1999-12-25,yakovlev,yak-42d,bejuma,venezuela,22.0,22.0
15:02,Skyline Airways,,Simara - Kathmandu,9N-AFL,796,10.0,10.0,0.0,The aircraft crashed 5 minutes after taking off from Simara.  The aircraft was observed not following the usual route into the mountains.,1999-12-25,havilland,canada dhc-6 twin otter,near simara,nepal,10.0,10.0
,Ecuato Guineana de Aviacion,,"Kiev, Russia - Tehran, Iran",3C-JJI,,6.0,6.0,0.0,While on a positioning flight the aircraft crashed into the Black Sea after stating they were diverting to Ankara Turkey.,1999-12-29,antonov,28,near zonguldak,turkey,6.0,6.0
,Skypower Express Airways,,Lagos - Abuja,5N-AXL,110-455,16.0,1.0,1.0,During a visual approach the aircraft stalled and pancaked 400 ft. short of the runway.,2000-01-05,embraer,110p1a bandeirante,abuja,nigeria,16.0,1.0
17:54,Crossair,498,Zürich - Dresden,HB-AKK,213,10.0,10.0,0.0,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning right and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive.",2000-01-10,saab,340b,niederhasli,switzerland,10.0,10.0
12:38,Avisto,,Tripoli IAP - Marsa el-Brega,HB-AAM,SH-3763,41.0,22.0,0.0,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.",2000-01-13,shorts,360-300,off marsa el-brega,libya,41.0,22.0
13:10,TACA,,San Jose - Tortuguero,YS-09-C,861620,20.0,5.0,0.0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off with out clearance.,2000-01-15,let,410uvp-e,san jose,costa rica,20.0,5.0
18:09,Top Air - Air Taxi,,Ankara - Istanbul,,,4.0,4.0,0.0,"The aircraft crashed near a pond 25 km from Cubuk, 20 minutes after taking off. Failure to use de-icing and poor weather was to blame.",2000-01-25,beechcraft,king air c90,near ankara,turkey,4.0,4.0
21:08,Kenya Airways,431,Abidjan - Lagos,5Y-BEN,426,179.0,169.0,0.0,"The aircraft crashed into the AtlantiOcean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",2000-01-30,airbusa310-304,,off abidjan,ivory coast,179.0,169.0
,Military - Centrafricain Airlines,,"Pepa, Congo - Kigali, Rwanda",TL-ACM,9340706,24.0,24.0,0.0,"The military flight crashed after losing its engines after striking birds,unable to return to land.",2000-04-19,antonov,an-8,pepa ,congo,24.0,24.0
10:50,Military - Philippine Air Force,,Cagayancillo - Puerto Princesa,N286,86,15.0,14.0,0.0,"Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.",2000-07-02,gaf,nomad n-22c,off cagayancillo,philippines,15.0,14.0
16:21,Alaska Airlines,261,Puerto Vallarta - San Francisco,N963AS,53077/1995,88.0,88.0,0.0,"The aircraft crashed into the PacifiOcean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophieffects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",2000-01-31,mcdonnell,douglas md-83,off point mugu,california,88.0,88.0
,Military - IslamiRepubliof Iran Air Force,,Training,,,8.0,8.0,0.0,Crashed on take off.,2000-02-02,lockheed,c-130 hercules,tehran,iran,8.0,8.0
16:00,"Air Taxi - Iliamna, Air Taxi Inc.",,"Ilianma, AK - Koliganek, AK",N756HG,U20604099,6.0,6.0,0.0,"The airplane impacted level terrain, covered by smooth, wind-blown, snow, in a left bank of 26 degrees or greater. The pilot's attempted flight into adverse weather, and his failure to maintain altitude/clearance above the snow-covered tundra. Factors associated with the accident were snow, rain, and whiteout conditions.",2000-02-05,cessna,u206g,iliamna,alaska,6.0,6.0
19:50,Emery Worldwide,17,"Sacramento, CA - Dayton, OH",N8079U,45947/341,3.0,3.0,0.0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,2000-02-16,mcdonnell,douglas dc-8-71f,sacramento,california,3.0,3.0
18:11,Southwest Airlines,1455,Las Vegas - Burbank,N668SW,23060/1069,142.0,0.0,0.0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",2000-03-05,boeing,b-737-3t5,burbank,calilfornia,142.0,0.0
08:40,Vologodskiye Airlines,,Moscow - Kiev,RA-88170,9620847,9.0,9.0,0.0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",2000-03-09,yakovlev,yak-40,moscow,russia,9.0,9.0
12:31,Points North Air Services,,"Points North Landing, SK - Ennadai Lake",C-FNTF,12344,2.0,2.0,0.0,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",2000-03-17,douglas,c-47a-5-dk,ennadai lake,canada,2.0,2.0
09:30,Aeroperlas,,Panama City - Puerto Obaldia,HP-1267APP,624,10.0,10.0,0.0,"Crashed into a jungle mountainside 15 miles short of its destination while en route. The wreckage was found at the 2,500 ft. level of a 2,790 ft. mountain.  Weather was poor at the time.",2000-03-17,havilland,canada dhc-6 twin otter 300,near kuna yala,panama,10.0,10.0
18:04,Sky Cabs,,Bangkok - Colombo,RA-11302,8346004,8.0,6.0,2.0,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",2000-03-24,antonov,an-12 (freighter),kadirana,sri lanka,8.0,6.0
,Uralex,,Huambo - Luanda,D2-MAJ,ZZX3201,33.0,3.0,0.0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff.",2000-03-25,antonov,an-32,huambo,angola,33.0,3.0
08:00,Taxval,,,LV-ZSR,208-00311,1.0,1.0,0.0,Crashed shortly after taking off in fog. The pilot was not qualified to fly in IFR conditions.,2000-04-01,cessna,208 caravan,near gualeguaychu,argentina,1.0,1.0
07:02,Air Philippines,541,Manila - Davao,RP-C3010,21447/508,131.0,131.0,0.0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",2000-04-19,boeing,b-737-2h4,samal island,philippines,131.0,131.0
,North Coast Aviation,,,P2-ISA,703,4.0,4.0,0.0,,2000-04-29,britten-norman,bn-2a-20 islander,bapi,papua new guinea,4.0,4.0
14:39,Northern Executive Aviation,4B,,G-MURI,35-646,5.0,2.0,0.0,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",2000-05-02,learjet,35a,lyon satolas,france,5.0,2.0
,Trans Guyana Airways,,,8R-GAC,694,1.0,1.0,0.0,The cargo plane crashed into a cloud covered mountain.,2000-05-03,britten-norman,bn-2a-9 islander,kurupung,guyana,1.0,1.0
20:30,Price Aircraft Company,,Kahului - Hoolehua,N241H,465-5,6.0,6.0,0.0,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.,2000-05-10,rockwell,sabreliner 65,kaunakakai,hawaii,6.0,6.0
09:47,Avirex,,Libreville - Moanda,TR-LFK,UC-133,10.0,3.0,0.0,The charter flight crashed while on approach in fog and mist.,2000-05-17,beechcraft,1900c-1,moanda,gabon,10.0,3.0
11:28,Executive Airlines,Charter,AtlantiCity - Wilkes-Barre,N16EJ,834,19.0,19.0,0.0,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",2000-05-21,bae,jetstream 3101-31,near wilkes-barre,pennsylvania,19.0,19.0
,Philippine Air Lines,812,Davao - Manila,F-OHZN,,298.0,1.0,0.0,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",2000-05-25,airbus,a.330-301,near manila,philippines,298.0,1.0
02:50,Streamline,200,Paris - London,G-SSWN,SH-3064,2.0,1.0,0.0,Midair collision with a MD-83 after taxing on the runway.,2000-05-25,shorts,330-200,paris,france,2.0,1.0
19:05,Whyalla Airlines,904,Adelaide - Whyalla,VH-MZK,31-8152180,8.0,8.0,0.0,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",2000-05-31,piper,pa-31-350 navajo,off whyalla,australia,8.0,8.0
11:35,Ghana Airlink,200,Tamale - Accra,G-524,10535,52.0,7.0,0.0,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.",2000-06-05,fokker,f-27 friendship 600,accra,ghana,52.0,7.0
09:50,ANT Air Taxi,-,Ronaldsway - Liverpool,G-BMBC,31-7652172,5.0,5.0,0.0,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions.",2000-06-14,piper,pa-31-350 navajo,liverpool,england,5.0,5.0
07:15,Air taxi - Jao Air Taxi,,Cuiaba - Rondonopolis,PT-LGL,,4.0,4.0,0.0,"Fifteen minutes into the flight under foggy conditions and low ceiling, the aircraft entered a sharp descent and struck a tree and the ground.",2000-06-21,beech,baron,cuiaba,brazil,4.0,4.0
15:16,Wuhan Airlines,343,Enshi - Wuhan,B-3479,06708,44.0,44.0,7.0,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",2000-06-22,xian,yunshuji y-7-100c,shitai,china,44.0,44.0
,Military - Japanese Air Self-Defence Force,,Training,88-1027,8027,5.0,5.0,0.0,Crashed into the sea during a test flight.,2000-06-27,kawasaki,c-1a,off shimano,japan,5.0,5.0
19:50,Aerocaribe,7831,Tuxtla Gutierrez - Villahermosa,N912FJ,912,19.0,19.0,0.0,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.",2000-07-08,british,aerospace  bae jetstream 32ep,near villahermosa,mexico,19.0,19.0
08:37,CORAL Colombia,,Villavicencio - Mitu,HK-851P,383,19.0,13.0,0.0,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.",2000-07-09,curtiss,c-46a-60-cs,villavicencio,colombia,19.0,13.0
00:34,Win Win Aviation,,"Hinckley, IL - Louisburg, NC",N201RH,163,3.0,1.0,0.0,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.",2000-07-13,havilland,canada dhc-6 twin otter 200,raleigh,north carolina,3.0,1.0
07:34,Indian Airlines/Alliance Airlines,7412,Calcutta - Patna - Lucknow - New Delhi,VT-EGD,22280/671,58.0,55.0,5.0,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a 'go-around procedure' instead of an 'approach to stall recovery procedure' resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",2000-07-17,boeing,b-737-2a8 advanced,patna,india,58.0,55.0
00:30,Airwave Transport,9807,Moncton - Montreal,C-GNAK,154,2.0,2.0,0.0,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",2000-07-19,grumman,g-159 gulfstream i,linneus,maine,2.0,2.0
13:12,Allied Air Freight,,,N54AA,12475,2.0,2.0,0.0,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,2000-07-20,douglas,c-47a-10-dk,nassau,bahamas,2.0,2.0
10:20,Blue Hawaiian Helicopters,,Sight seeing,N510TG,5168,7.0,7.0,0.0,"The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.",2000-07-21,aerospatiale,as355-f1,maui,hawaii,7.0,7.0
16:44,Air France,4590,Paris - New York City,F-BTSC,203,109.0,109.0,4.0,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.",2000-07-25,aerospatiale,bae concor101,gonesse,france,109.0,109.0
,Military - Royal Jordanian Air Force,,,348,4073,13.0,13.0,0.0,Crashed on a training flight.,2000-07-26,lockheed,c-130h hercules,mafraq,jordan,13.0,13.0
10:31,Royal Nepal Airlines,,Bajhang - Dhangadhi,9N-ABP,654,25.0,25.0,0.0,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.",2000-07-27,havilland,canada dhc-6 twin otter 300,jodhura,nepal,25.0,25.0
08:45,Air taxi - Lider Air Taxi,,Cubatao - Navegantes,PT-HRD,,6.0,6.0,0.0,"The helicopter exploded and crashed from a height of 1,000 ft.",2000-08-02,sikorsky,s-76,cubatao,brazil,6.0,6.0
15:55,Military - Fuerza Aérea de Chile,-,Santiago - Coihaique,230,AB10-454,14.0,14.0,0.0,The aircraft crashed into a volcano after the pilot reported he was diverting to Puerto Montt because of ice formation on the wings. The wreckage was found 15 days later.,2000-08-06,casa,212-ab10 aviocar,puerto montt,chile,14.0,14.0
08:00,Patuxent Airways / Private,,"Lakehurst, NY - Patuxent River, MD",N27944 / N2225G,7952056/79951271,11.0,11.0,0.0,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.",2000-08-09,piper,navajo pa-31/ piper seminole pa-44,burlington township,new jersey,11.0,11.0
,Staer Air,,Kinshasa - Tshikapa,,,27.0,27.0,0.0,The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.,2000-08-12,antonov,an-26b,near tshikapa,congo,27.0,27.0
23:57,RCMP-GRC Air Services,,Teslin - Dease Lake,C-GMPB,208-00082,2.0,2.0,0.0,"The float plane took off, entered a steep climb, stalled and crashed into the water. The pilot's decision to depart from the unlit location was likely the result of the many psychological and physiological stressors encountered during the day. The pilot most likely experienced spatial disorientation precipitated by local geographiand environmental conditions and lost control of the aircraft.",2000-08-14,cessna,208 caravan i,teslin lake,canada,2.0,2.0
08:25,Air Taxi,,"Dothan, AL - Hazelhurst, GA",N801MW,31-8152136,3.0,3.0,0.0,While on approach the airplane collided with trees and the ground and subsequently burst into flames.  Pilot's failure to follow instrument procedures and descended below approach minimums and collided with trees.,2000-08-15,piper,pa-31-350,lumber city,georgia,3.0,3.0
19:30,Gulf Air,072,Cairo - Manama,A4O-EK,0481,143.0,143.0,0.0,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a 'spatial disorientation' to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",2000-08-23,airbus,a320-212,off manama,bahrain,143.0,143.0
17:30,Big Island Airlines,57,Sightseeing,N923BA,31-8252024,9.0,1.0,0.0,"The aircraft, was on an around-the-island tour when it's right engine caught fire. While attempting an emergency landing at Hilo International Airport, the plane ditched into Hilo Bay. Eight people escaped from the plane before it sank in 100 feet of water. One passenger was not able to exit the plane and drowned. Possible failure of the turbo unit on the right engine.",2000-08-25,piper,pa-31-350 navajo chieftain,hilo bay,hawaii,9.0,1.0
12:10,SANSA,1644,San Jose  - La Fortuna - Tamarindo,HP-1357AAP,208B-0709,10.0,10.0,0.0,"The plane crashed head-on into 5,360 ft. Arenal volcano, 95 miles north of San Jose shortly after taking off from La Fortuna. The pilot was flying VFR and deviated from his course by 12 miles, most likely to give passengers a view of the volcano which had erupted earlier in the week. The reason the crew did not see the volcano is not known. Possibly, with changing meteorological conditions in the area, the volcano may have been obscured by clouds. The plane, built in 1998, had been leased from Aeroperlas.",2000-08-26,cessna,208b grand caravan i,near la fortuna,costa rica,10.0,10.0
,Military - Fuerza Aérea Colombiana,,,FAC1659,32984,7.0,7.0,0.0,Flew into Mt. Montezuma.,2000-09-02,douglas,c-47,mount montezuma,colombia,7.0,7.0
15:10,Charter - Central Air,,Perth - ,VH-SKC,BB-47,8.0,8.0,0.0,"Shortly after departing Perth and after the aircraft had climbed through its assigned altitude, the pilot’s speech became significantly impaired and he appeared unable to respond to ATS instructions. Open microphone transmissions over the next 8-minutes revealed the progressive deterioration of the pilot towards unconsciousness and the absence of any sounds of passenger activity in the aircraft. No human response of any kind was detected for the remainder of the flight. Five hours after taking off from Perth, the aircraft impacted the ground 65 km ESE of Burketown, Queensland, and was destroyed. Incapacitation of the pilot and passengers a result of hypobarihypoxia due to the aircraft being fully or partially unpressurised and their not receiving supplemental oxygen. The investigation could not determine the reason for the aircraft being unpressurised, or why the pilot and passengers did not receive supplemental oxygen.",2000-09-04,beechcraft,ska 200,near burketown,australia,8.0,8.0
09:25,Military - Sri Lanka Air Force,,Colombo - Kalmunai,,,14.0,14.0,0.0,"The Air Force helicopter was on a domestiflight when it cashed into mountainous terrain 75 km from Colombo. The helicopter’s pilot had contacted air trafficontrollers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed.",2000-09-16,mil,mi-17,kumarapura,sri lanka,14.0,14.0
15:10,Cape Smythe Air Service,181,Deadhorse - Nuiqsut,N220CS,8275013,10.0,5.0,0.0,"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 095 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist.",2000-09-18,piper,pa-31-350 navajo,nuiqsut,alaska,10.0,5.0
16:55,Aeromexico,250,Mexico City - Reynosa - Matamoros,N936ML,47501/571,88.0,0.0,4.0,"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground.",2000-10-06,mcdonnell,douglas dc-9-31,reynosa,mexico,88.0,0.0
14:45,Servicio Aereo Manchupo,,Cashaschanes - Sumacal,CP-1721,,6.0,6.0,0.0,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.",2000-12-11,cessna,206,near sumacal,bo,6.0,6.0
15:20,Summit Air Charters,,Kuglluktuk - Yellowknife,C-FSDZ,SH-1953,3.0,3.0,0.0,"The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident.",2000-10-08,shorts,sc.7 skyvan 3-100,port radium,canada,3.0,3.0
09:50,Empire Airlines,665,Bellingham - Eastsound-Orcas Island,N941FE,208B-0192,1.0,1.0,0.0,"After receiving special VFR clearance the cargo plane flew into a small hill. The pilot's attempted flight into known adverse weather conditions, and his subsequent failure to maintain altitude above, or clearance with, trees. Factors contributing to the accident included low ceilings, fog, the pilot's low-altitude flight, rising terrain, and trees.",2000-10-09,cessna,208b caravan i super cargomaster,lummi island,washington,1.0,1.0
14:52,Bombardier Aerospace,,Test flight,C-FTBZ,5991,3.0,2.0,0.0,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.",2000-10-10,canadair,cl-600-2b16 challenger 604,wichita,kansas,3.0,2.0
17:33,Private,,St. Louis - New Madrid,N8354N,335-0064,3.0,3.0,0.0,"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.",2000-10-16,cessna,335,hillsboro,missouri,3.0,3.0
